country,year,variable,value
Kazakhstan,2015,Population mid-year estimates for males (millions),8.6
Kazakhstan,2015,Population mid-year estimates for females (millions),9.15
Kazakhstan,2015,Sex ratio (males per 100 females),93.9
Kazakhstan,2015,Population aged 0 to 14 years old (percentage),26.8
Kazakhstan,2015,Population aged 60+ years old (percentage),10.7
Kazakhstan,2015,Population density,6.6
Kazakhstan,2015,Surface area (thousand km2),"2,725"
Kazakhstan,2018,Population mid-year estimates (millions),18.4
Kazakhstan,2018,Population mid-year estimates for males (millions),8.91
Kazakhstan,2018,Population mid-year estimates for females (millions),9.49
Kazakhstan,2018,Sex ratio (males per 100 females),93.9
Kazakhstan,2018,Population aged 0 to 14 years old (percentage),28.3
Kazakhstan,2018,Population aged 60+ years old (percentage),11.3
Kazakhstan,2018,Population density,6.8
Kenya,2005,Population mid-year estimates (millions),36.05
Kenya,2005,Population mid-year estimates for males (millions),17.91
Kenya,2005,Population mid-year estimates for females (millions),18.14
Kenya,2005,Sex ratio (males per 100 females),98.7
Kenya,2005,Population aged 0 to 14 years old (percentage),43.8
Kenya,2005,Population aged 60+ years old (percentage),3.7
Kenya,2005,Population density,63.3
Kenya,2010,Population mid-year estimates (millions),41.35
Kenya,2010,Population mid-year estimates for males (millions),20.55
Kenya,2010,Population mid-year estimates for females (millions),20.8
Kenya,2010,Sex ratio (males per 100 females),98.8
Kenya,2010,Population aged 0 to 14 years old (percentage),43.2
Kenya,2010,Population aged 60+ years old (percentage),3.8
Kenya,2010,Population density,72.7
Kenya,2015,Population mid-year estimates (millions),47.24
Kenya,2015,Population mid-year estimates for males (millions),23.48
Kenya,2015,Population mid-year estimates for females (millions),23.76
Kenya,2015,Sex ratio (males per 100 females),98.8
Kenya,2015,Population aged 0 to 14 years old (percentage),41.3
Kenya,2015,Population aged 60+ years old (percentage),4.1
Kenya,2015,Population density,83
Kenya,2015,Surface area (thousand km2),592
Kenya,2018,Population mid-year estimates (millions),50.95
Kenya,2018,Population mid-year estimates for males (millions),25.32
Kenya,2018,Population mid-year estimates for females (millions),25.63
Kenya,2018,Sex ratio (males per 100 females),98.8
Kenya,2018,Population aged 0 to 14 years old (percentage),40.1
Kenya,2018,Population aged 60+ years old (percentage),4.3
Kenya,2018,Population density,89.5
Kiribati,2005,Population mid-year estimates (millions),0.09
Kiribati,2005,Population mid-year estimates for males (millions),0.05
Kiribati,2005,Population mid-year estimates for females (millions),0.05
Kiribati,2005,Sex ratio (males per 100 females),97.1
Kiribati,2005,Population aged 0 to 14 years old (percentage),36.9
Kiribati,2005,Population aged 60+ years old (percentage),5.4
Kiribati,2005,Population density,114
Kiribati,2010,Population mid-year estimates (millions),0.1
Kiribati,2010,Population mid-year estimates for males (millions),0.05
Kiribati,2010,Population mid-year estimates for females (millions),0.05
Kiribati,2010,Sex ratio (males per 100 females),97
Kiribati,2010,Population aged 0 to 14 years old (percentage),36.1
Kiribati,2010,Population aged 60+ years old (percentage),5.4
Kiribati,2010,Population density,126.7
Kiribati,2015,Population mid-year estimates (millions),0.11
Kiribati,2015,Population mid-year estimates for males (millions),0.06
Kiribati,2015,Population mid-year estimates for females (millions),0.06
Kiribati,2015,Sex ratio (males per 100 females),97.2
Kiribati,2015,Population aged 0 to 14 years old (percentage),34.9
Kiribati,2015,Population aged 60+ years old (percentage),6.1
Kiribati,2015,Population density,138.8
Kiribati,2015,Surface area (thousand km2),1
Kiribati,2018,Population mid-year estimates (millions),0.12
Kiribati,2018,Population mid-year estimates for males (millions),0.06
Kiribati,2018,Population mid-year estimates for females (millions),0.06
Kiribati,2018,Sex ratio (males per 100 females),97.3
Kiribati,2018,Population aged 0 to 14 years old (percentage),35.3
Kiribati,2018,Population aged 60+ years old (percentage),6.5
Kiribati,2018,Population density,146.2
Kuwait,2005,Population mid-year estimates (millions),2.28
Kuwait,2005,Population mid-year estimates for males (millions),1.34
Kuwait,2005,Population mid-year estimates for females (millions),0.93
Kuwait,2005,Sex ratio (males per 100 females),144.2
Kuwait,2005,Population aged 0 to 14 years old (percentage),26
Kuwait,2005,Population aged 60+ years old (percentage),3.6
Kuwait,2005,Population density,127.8
Kuwait,2010,Population mid-year estimates (millions),3
Kuwait,2010,Population mid-year estimates for males (millions),1.73
Kuwait,2010,Population mid-year estimates for females (millions),1.26
Kuwait,2010,Sex ratio (males per 100 females),137.1
Kuwait,2010,Population aged 0 to 14 years old (percentage),23.2
Kuwait,2010,Population aged 60+ years old (percentage),3.4
Kuwait,2010,Population density,168.2
Kuwait,2015,Population mid-year estimates (millions),3.94
Kuwait,2015,Population mid-year estimates for males (millions),2.26
Kuwait,2015,Population mid-year estimates for females (millions),1.67
Kuwait,2015,Sex ratio (males per 100 females),135
Kuwait,2015,Population aged 0 to 14 years old (percentage),20.9
Kuwait,2015,Population aged 60+ years old (percentage),4.1
Kuwait,2015,Population density,220.9
Kuwait,2015,Surface area (thousand km2),18
Kuwait,2018,Population mid-year estimates (millions),4.2
Kuwait,2018,Population mid-year estimates for males (millions),2.41
Kuwait,2018,Population mid-year estimates for females (millions),1.79
Kuwait,2018,Sex ratio (males per 100 females),134.8
Kuwait,2018,Population aged 0 to 14 years old (percentage),21.2
Kuwait,2018,Population aged 60+ years old (percentage),5.3
Kuwait,2018,Population density,235.5
Kyrgyzstan,2005,Population mid-year estimates (millions),5.08
Kyrgyzstan,2005,Population mid-year estimates for males (millions),2.52
Kyrgyzstan,2005,Population mid-year estimates for females (millions),2.56
Kyrgyzstan,2005,Sex ratio (males per 100 females),98.3
Kyrgyzstan,2005,Population aged 0 to 14 years old (percentage),31
Kyrgyzstan,2005,Population aged 60+ years old (percentage),7.1
Kyrgyzstan,2005,Population density,26.5
Kyrgyzstan,2010,Population mid-year estimates (millions),5.42
Kyrgyzstan,2010,Population mid-year estimates for males (millions),2.68
Kyrgyzstan,2010,Population mid-year estimates for females (millions),2.74
Kyrgyzstan,2010,Sex ratio (males per 100 females),97.7
Kyrgyzstan,2010,Population aged 0 to 14 years old (percentage),29.9
Kyrgyzstan,2010,Population aged 60+ years old (percentage),6.4
Kyrgyzstan,2010,Population density,28.3
Kyrgyzstan,2015,Population mid-year estimates (millions),5.87
Kyrgyzstan,2015,Population mid-year estimates for males (millions),2.91
Kyrgyzstan,2015,Population mid-year estimates for females (millions),2.96
Kyrgyzstan,2015,Sex ratio (males per 100 females),98.3
Kyrgyzstan,2015,Population aged 0 to 14 years old (percentage),31.1
Kyrgyzstan,2015,Population aged 60+ years old (percentage),7.2
Kyrgyzstan,2015,Population density,30.6
Kyrgyzstan,2015,Surface area (thousand km2),200
Kyrgyzstan,2018,Population mid-year estimates (millions),6.13
Kyrgyzstan,2018,Population mid-year estimates for males (millions),3.04
Kyrgyzstan,2018,Population mid-year estimates for females (millions),3.09
Kyrgyzstan,2018,Sex ratio (males per 100 females),98.3
Kyrgyzstan,2018,Population aged 0 to 14 years old (percentage),32.1
Kyrgyzstan,2018,Population aged 60+ years old (percentage),7.8
Kyrgyzstan,2018,Population density,32
Lao People's Dem. Rep.,2005,Population mid-year estimates (millions),5.75
Lao People's Dem. Rep.,2005,Population mid-year estimates for males (millions),2.85
Lao People's Dem. Rep.,2005,Population mid-year estimates for females (millions),2.9
Lao People's Dem. Rep.,2005,Sex ratio (males per 100 females),98.4
Lao People's Dem. Rep.,2005,Population aged 0 to 14 years old (percentage),40.3
Lao People's Dem. Rep.,2005,Population aged 60+ years old (percentage),5.5
Lao People's Dem. Rep.,2005,Population density,24.9
Lao People's Dem. Rep.,2010,Population mid-year estimates (millions),6.25
Lao People's Dem. Rep.,2010,Population mid-year estimates for males (millions),3.11
Lao People's Dem. Rep.,2010,Population mid-year estimates for females (millions),3.14
Lao People's Dem. Rep.,2010,Sex ratio (males per 100 females),99
Lao People's Dem. Rep.,2010,Population aged 0 to 14 years old (percentage),36.3
Lao People's Dem. Rep.,2010,Population aged 60+ years old (percentage),5.6
Lao People's Dem. Rep.,2010,Population density,27.1
Lao People's Dem. Rep.,2015,Population mid-year estimates (millions),6.66
Lao People's Dem. Rep.,2015,Population mid-year estimates for males (millions),3.32
Lao People's Dem. Rep.,2015,Population mid-year estimates for females (millions),3.34
Lao People's Dem. Rep.,2015,Sex ratio (males per 100 females),99.4
Lao People's Dem. Rep.,2015,Population aged 0 to 14 years old (percentage),33.7
Lao People's Dem. Rep.,2015,Population aged 60+ years old (percentage),6.1
Lao People's Dem. Rep.,2015,Population density,28.9
Lao People's Dem. Rep.,2015,Surface area (thousand km2),237
Lao People's Dem. Rep.,2018,Population mid-year estimates (millions),6.96
Lao People's Dem. Rep.,2018,Population mid-year estimates for males (millions),3.47
Lao People's Dem. Rep.,2018,Population mid-year estimates for females (millions),3.49
Lao People's Dem. Rep.,2018,Sex ratio (males per 100 females),99.6
Lao People's Dem. Rep.,2018,Population aged 0 to 14 years old (percentage),32.5
Lao People's Dem. Rep.,2018,Population aged 60+ years old (percentage),6.4
Lao People's Dem. Rep.,2018,Population density,30.2
Latvia,2005,Population mid-year estimates (millions),2.25
Latvia,2005,Population mid-year estimates for males (millions),1.03
Latvia,2005,Population mid-year estimates for females (millions),1.22
Latvia,2005,Sex ratio (males per 100 females),84.7
Latvia,2005,Population aged 0 to 14 years old (percentage),14.7
Latvia,2005,Population aged 60+ years old (percentage),22.5
Latvia,2005,Population density,36.2
Latvia,2010,Population mid-year estimates (millions),2.12
Latvia,2010,Population mid-year estimates for males (millions),0.97
Latvia,2010,Population mid-year estimates for females (millions),1.15
Latvia,2010,Sex ratio (males per 100 females),84.5
Latvia,2010,Population aged 0 to 14 years old (percentage),14.1
Latvia,2010,Population aged 60+ years old (percentage),23.6
Latvia,2010,Population density,34.1
Latvia,2015,Population mid-year estimates (millions),1.99
Latvia,2015,Population mid-year estimates for males (millions),0.91
Latvia,2015,Population mid-year estimates for females (millions),1.08
Latvia,2015,Sex ratio (males per 100 females),84.8
Latvia,2015,Population aged 0 to 14 years old (percentage),15.1
Latvia,2015,Population aged 60+ years old (percentage),25.4
Latvia,2015,Population density,32
Latvia,2015,Surface area (thousand km2),65
Latvia,2018,Population mid-year estimates (millions),1.93
Latvia,2018,Population mid-year estimates for males (millions),0.89
Latvia,2018,Population mid-year estimates for females (millions),1.04
Latvia,2018,Sex ratio (males per 100 females),85
Latvia,2018,Population aged 0 to 14 years old (percentage),15.6
Latvia,2018,Population aged 60+ years old (percentage),26.6
Latvia,2018,Population density,31
Lebanon,2005,Population mid-year estimates (millions),3.99
Lebanon,2005,Population mid-year estimates for males (millions),2.03
Lebanon,2005,Population mid-year estimates for females (millions),1.96
Lebanon,2005,Sex ratio (males per 100 females),103.3
Lebanon,2005,Population aged 0 to 14 years old (percentage),27.9
Lebanon,2005,Population aged 60+ years old (percentage),10.7
Lebanon,2005,Population density,389.7
Lebanon,2010,Population mid-year estimates (millions),4.34
Lebanon,2010,Population mid-year estimates for males (millions),2.21
Lebanon,2010,Population mid-year estimates for females (millions),2.13
Lebanon,2010,Sex ratio (males per 100 females),104.1
Lebanon,2010,Population aged 0 to 14 years old (percentage),23.7
Lebanon,2010,Population aged 60+ years old (percentage),11.9
Lebanon,2010,Population density,424
Lebanon,2015,Population mid-year estimates (millions),5.85
Lebanon,2015,Population mid-year estimates for males (millions),2.94
Lebanon,2015,Population mid-year estimates for females (millions),2.91
Lebanon,2015,Sex ratio (males per 100 females),100.9
Lebanon,2015,Population aged 0 to 14 years old (percentage),24
Lebanon,2015,Population aged 60+ years old (percentage),11.5
Lebanon,2015,Population density,572
Lebanon,2015,Surface area (thousand km2),10
Lebanon,2018,Population mid-year estimates (millions),6.09
Lebanon,2018,Population mid-year estimates for males (millions),3.06
Lebanon,2018,Population mid-year estimates for females (millions),3.04
Lebanon,2018,Sex ratio (males per 100 females),100.7
Lebanon,2018,Population aged 0 to 14 years old (percentage),22.6
Lebanon,2018,Population aged 60+ years old (percentage),12.3
Lebanon,2018,Population density,595.7
Lesotho,2005,Population mid-year estimates (millions),1.95
Lesotho,2005,Population mid-year estimates for males (millions),0.94
Lesotho,2005,Population mid-year estimates for females (millions),1.01
Lesotho,2005,Sex ratio (males per 100 females),93.5
Lesotho,2005,Population aged 0 to 14 years old (percentage),39.4
Lesotho,2005,Population aged 60+ years old (percentage),6.3
Lesotho,2005,Population density,64.2
Lesotho,2010,Population mid-year estimates (millions),2.04
Lesotho,2010,Population mid-year estimates for males (millions),0.99
Lesotho,2010,Population mid-year estimates for females (millions),1.05
Lesotho,2010,Sex ratio (males per 100 females),93.9
Lesotho,2010,Population aged 0 to 14 years old (percentage),37.3
Lesotho,2010,Population aged 60+ years old (percentage),6.6
Lesotho,2010,Population density,67.2
Lesotho,2015,Population mid-year estimates (millions),2.17
Lesotho,2015,Population mid-year estimates for males (millions),1.05
Lesotho,2015,Population mid-year estimates for females (millions),1.12
Lesotho,2015,Sex ratio (males per 100 females),94.2
Lesotho,2015,Population aged 0 to 14 years old (percentage),35.7
Lesotho,2015,Population aged 60+ years old (percentage),6.7
Lesotho,2015,Population density,71.6
Lesotho,2015,Surface area (thousand km2),30
Lesotho,2018,Population mid-year estimates (millions),2.26
Lesotho,2018,Population mid-year estimates for males (millions),1.1
Lesotho,2018,Population mid-year estimates for females (millions),1.16
Lesotho,2018,Sex ratio (males per 100 females),94.5
Lesotho,2018,Population aged 0 to 14 years old (percentage),35.3
Lesotho,2018,Population aged 60+ years old (percentage),6.7
Lesotho,2018,Population density,74.5
Liberia,2005,Population mid-year estimates (millions),3.26
Liberia,2005,Population mid-year estimates for males (millions),1.64
Liberia,2005,Population mid-year estimates for females (millions),1.63
Liberia,2005,Sex ratio (males per 100 females),100.6
Liberia,2005,Population aged 0 to 14 years old (percentage),43.3
Liberia,2005,Population aged 60+ years old (percentage),4.9
Liberia,2005,Population density,33.9
Liberia,2010,Population mid-year estimates (millions),3.95
Liberia,2010,Population mid-year estimates for males (millions),1.99
Liberia,2010,Population mid-year estimates for females (millions),1.96
Liberia,2010,Sex ratio (males per 100 females),101.2
Liberia,2010,Population aged 0 to 14 years old (percentage),43.3
Liberia,2010,Population aged 60+ years old (percentage),4.8
Liberia,2010,Population density,41
Liberia,2015,Population mid-year estimates (millions),4.5
Liberia,2015,Population mid-year estimates for males (millions),2.27
Liberia,2015,Population mid-year estimates for females (millions),2.23
Liberia,2015,Sex ratio (males per 100 females),101.7
Liberia,2015,Population aged 0 to 14 years old (percentage),42.4
Liberia,2015,Population aged 60+ years old (percentage),4.8
Liberia,2015,Population density,46.7
Liberia,2015,Surface area (thousand km2),111
Liberia,2018,Population mid-year estimates (millions),4.85
Liberia,2018,Population mid-year estimates for males (millions),2.45
Liberia,2018,Population mid-year estimates for females (millions),2.4
Liberia,2018,Sex ratio (males per 100 females),101.9
Liberia,2018,Population aged 0 to 14 years old (percentage),41.5
Liberia,2018,Population aged 60+ years old (percentage),4.9
Liberia,2018,Population density,50.4
Libya,2005,Population mid-year estimates (millions),5.79
Libya,2005,Population mid-year estimates for males (millions),2.99
Libya,2005,Population mid-year estimates for females (millions),2.81
Libya,2005,Sex ratio (males per 100 females),106.5
Libya,2005,Population aged 0 to 14 years old (percentage),30.1
Libya,2005,Population aged 60+ years old (percentage),5.9
Libya,2005,Population density,3.3
Libya,2010,Population mid-year estimates (millions),6.17
Libya,2010,Population mid-year estimates for males (millions),3.15
Libya,2010,Population mid-year estimates for females (millions),3.02
Libya,2010,Sex ratio (males per 100 females),104.3
Libya,2010,Population aged 0 to 14 years old (percentage),28.4
Libya,2010,Population aged 60+ years old (percentage),6
Libya,2010,Population density,3.5
Libya,2015,Population mid-year estimates (millions),6.24
Libya,2015,Population mid-year estimates for males (millions),3.15
Libya,2015,Population mid-year estimates for females (millions),3.09
Libya,2015,Sex ratio (males per 100 females),102
Libya,2015,Population aged 0 to 14 years old (percentage),28.6
Libya,2015,Population aged 60+ years old (percentage),6.5
Libya,2015,Population density,3.5
Libya,2015,Surface area (thousand km2),"1,676"
Libya,2018,Population mid-year estimates (millions),6.47
Libya,2018,Population mid-year estimates for males (millions),3.26
Libya,2018,Population mid-year estimates for females (millions),3.21
Libya,2018,Sex ratio (males per 100 females),101.6
Libya,2018,Population aged 0 to 14 years old (percentage),27.9
Libya,2018,Population aged 60+ years old (percentage),6.8
Libya,2018,Population density,3.7
Liechtenstein,2005,Population mid-year estimates (millions),0.03
Liechtenstein,2005,Sex ratio (males per 100 females),97
Liechtenstein,2005,Population aged 0 to 14 years old (percentage),17.5
Liechtenstein,2005,Population aged 60+ years old (percentage),16.8
Liechtenstein,2005,Population density,217.8
Liechtenstein,2010,Population mid-year estimates (millions),0.04
Liechtenstein,2010,Sex ratio (males per 100 females),97.9
Liechtenstein,2010,Population aged 0 to 14 years old (percentage),16
Liechtenstein,2010,Population aged 60+ years old (percentage),20.1
Liechtenstein,2010,Population density,225
Liechtenstein,2015,Population mid-year estimates (millions),0.04
Liechtenstein,2015,Sex ratio (males per 100 females),98.4
Liechtenstein,2015,Population aged 0 to 14 years old (percentage),15
Liechtenstein,2015,Population aged 60+ years old (percentage),22.5
Liechtenstein,2015,Population density,233.8
Liechtenstein,2015,Surface area (thousand km2),0
Liechtenstein,2016,Population mid-year estimates (millions),0.04
Liechtenstein,2016,Sex ratio (males per 100 females),98.4
Liechtenstein,2016,Population aged 0 to 14 years old (percentage),14.9
Liechtenstein,2016,Population aged 60+ years old (percentage),22.7
Liechtenstein,2016,Population density,235.4
Liechtenstein,2018,Population mid-year estimates (millions),0.04
Liechtenstein,2018,Population density,238.5
Lithuania,2005,Population mid-year estimates (millions),3.34
Lithuania,2005,Population mid-year estimates for males (millions),1.55
Lithuania,2005,Population mid-year estimates for females (millions),1.79
Lithuania,2005,Sex ratio (males per 100 females),86.8
Lithuania,2005,Population aged 0 to 14 years old (percentage),16.8
Lithuania,2005,Population aged 60+ years old (percentage),21.1
Lithuania,2005,Population density,53.4
Lithuania,2010,Population mid-year estimates (millions),3.12
Lithuania,2010,Population mid-year estimates for males (millions),1.44
Lithuania,2010,Population mid-year estimates for females (millions),1.69
Lithuania,2010,Sex ratio (males per 100 females),85.3
Lithuania,2010,Population aged 0 to 14 years old (percentage),14.8
Lithuania,2010,Population aged 60+ years old (percentage),22.4
Lithuania,2010,Population density,49.8
Lithuania,2015,Population mid-year estimates (millions),2.93
Lithuania,2015,Population mid-year estimates for males (millions),1.35
Lithuania,2015,Population mid-year estimates for females (millions),1.58
Lithuania,2015,Sex ratio (males per 100 females),85.4
Lithuania,2015,Population aged 0 to 14 years old (percentage),14.6
Lithuania,2015,Population aged 60+ years old (percentage),24.5
Lithuania,2015,Population density,46.8
Lithuania,2015,Surface area (thousand km2),65
Lithuania,2018,Population mid-year estimates (millions),2.88
Lithuania,2018,Population mid-year estimates for males (millions),1.33
Lithuania,2018,Population mid-year estimates for females (millions),1.55
Lithuania,2018,Sex ratio (males per 100 females),85.5
Lithuania,2018,Population aged 0 to 14 years old (percentage),15
Lithuania,2018,Population aged 60+ years old (percentage),25.7
Lithuania,2018,Population density,45.9
Luxembourg,2005,Population mid-year estimates (millions),0.46
Luxembourg,2005,Population mid-year estimates for males (millions),0.23
Luxembourg,2005,Population mid-year estimates for females (millions),0.23
Luxembourg,2005,Sex ratio (males per 100 females),97.4
Luxembourg,2005,Population aged 0 to 14 years old (percentage),18.6
Luxembourg,2005,Population aged 60+ years old (percentage),19
Luxembourg,2005,Population density,176.8
Luxembourg,2010,Population mid-year estimates (millions),0.51
Luxembourg,2010,Population mid-year estimates for males (millions),0.25
Luxembourg,2010,Population mid-year estimates for females (millions),0.26
Luxembourg,2010,Sex ratio (males per 100 females),98.7
Luxembourg,2010,Population aged 0 to 14 years old (percentage),17.6
Luxembourg,2010,Population aged 60+ years old (percentage),19
Luxembourg,2010,Population density,196.1
Luxembourg,2015,Population mid-year estimates (millions),0.57
Luxembourg,2015,Population mid-year estimates for males (millions),0.28
Luxembourg,2015,Population mid-year estimates for females (millions),0.28
Luxembourg,2015,Sex ratio (males per 100 females),100.8
Luxembourg,2015,Population aged 0 to 14 years old (percentage),16.4
Luxembourg,2015,Population aged 60+ years old (percentage),19.1
Luxembourg,2015,Population density,218.8
Luxembourg,2015,Surface area (thousand km2),3
Luxembourg,2018,Population mid-year estimates (millions),0.59
Luxembourg,2018,Population mid-year estimates for males (millions),0.3
Luxembourg,2018,Population mid-year estimates for females (millions),0.29
Luxembourg,2018,Sex ratio (males per 100 females),101.1
Luxembourg,2018,Population aged 0 to 14 years old (percentage),16.5
Luxembourg,2018,Population aged 60+ years old (percentage),19.9
Luxembourg,2018,Population density,227.9
Madagascar,2005,Population mid-year estimates (millions),18.34
Madagascar,2005,Population mid-year estimates for males (millions),9.13
Madagascar,2005,Population mid-year estimates for females (millions),9.21
Madagascar,2005,Sex ratio (males per 100 females),99.2
Madagascar,2005,Population aged 0 to 14 years old (percentage),44.7
Madagascar,2005,Population aged 60+ years old (percentage),4.4
Madagascar,2005,Population density,31.5
Madagascar,2010,Population mid-year estimates (millions),21.15
Madagascar,2010,Population mid-year estimates for males (millions),10.54
Madagascar,2010,Population mid-year estimates for females (millions),10.62
Madagascar,2010,Sex ratio (males per 100 females),99.3
Madagascar,2010,Population aged 0 to 14 years old (percentage),43.5
Madagascar,2010,Population aged 60+ years old (percentage),4.3
Madagascar,2010,Population density,36.4
Madagascar,2015,Population mid-year estimates (millions),24.23
Madagascar,2015,Population mid-year estimates for males (millions),12.08
Madagascar,2015,Population mid-year estimates for females (millions),12.15
Madagascar,2015,Sex ratio (males per 100 females),99.4
Madagascar,2015,Population aged 0 to 14 years old (percentage),41.6
Madagascar,2015,Population aged 60+ years old (percentage),4.6
Madagascar,2015,Population density,41.7
Madagascar,2015,Surface area (thousand km2),587
Madagascar,2018,Population mid-year estimates (millions),26.26
Madagascar,2018,Population mid-year estimates for males (millions),13.1
Madagascar,2018,Population mid-year estimates for females (millions),13.16
Madagascar,2018,Sex ratio (males per 100 females),99.5
Madagascar,2018,Population aged 0 to 14 years old (percentage),40.7
Madagascar,2018,Population aged 60+ years old (percentage),4.9
Madagascar,2018,Population density,45.1
Malawi,2005,Population mid-year estimates (millions),13.04
Malawi,2005,Population mid-year estimates for males (millions),6.44
Malawi,2005,Population mid-year estimates for females (millions),6.6
Malawi,2005,Sex ratio (males per 100 females),97.5
Malawi,2005,Population aged 0 to 14 years old (percentage),46.7
Malawi,2005,Population aged 60+ years old (percentage),4.4
Malawi,2005,Population density,138.3
Malawi,2010,Population mid-year estimates (millions),15.17
Malawi,2010,Population mid-year estimates for males (millions),7.5
Malawi,2010,Population mid-year estimates for females (millions),7.67
Malawi,2010,Sex ratio (males per 100 females),97.8
Malawi,2010,Population aged 0 to 14 years old (percentage),46.2
Malawi,2010,Population aged 60+ years old (percentage),4.5
Malawi,2010,Population density,160.9
Malawi,2015,Population mid-year estimates (millions),17.57
Malawi,2015,Population mid-year estimates for males (millions),8.7
Malawi,2015,Population mid-year estimates for females (millions),8.87
Malawi,2015,Sex ratio (males per 100 females),98.1
Malawi,2015,Population aged 0 to 14 years old (percentage),44.7
Malawi,2015,Population aged 60+ years old (percentage),4.3
Malawi,2015,Population density,186.4
Malawi,2015,Surface area (thousand km2),118
Malawi,2018,Population mid-year estimates (millions),19.16
Malawi,2018,Population mid-year estimates for males (millions),9.5
Malawi,2018,Population mid-year estimates for females (millions),9.67
Malawi,2018,Sex ratio (males per 100 females),98.2
Malawi,2018,Population aged 0 to 14 years old (percentage),43.7
Malawi,2018,Population aged 60+ years old (percentage),4.2
Malawi,2018,Population density,203.3
Malaysia,2005,Population mid-year estimates (millions),25.66
Malaysia,2005,Population mid-year estimates for males (millions),13.15
Malaysia,2005,Population mid-year estimates for females (millions),12.51
Malaysia,2005,Sex ratio (males per 100 females),105.1
Malaysia,2005,Population aged 0 to 14 years old (percentage),30.5
Malaysia,2005,Population aged 60+ years old (percentage),7.1
Malaysia,2005,Population density,78.1
Malaysia,2010,Population mid-year estimates (millions),28.11
Malaysia,2010,Population mid-year estimates for males (millions),14.49
Malaysia,2010,Population mid-year estimates for females (millions),13.62
Malaysia,2010,Sex ratio (males per 100 females),106.3
Malaysia,2010,Population aged 0 to 14 years old (percentage),27.9
Malaysia,2010,Population aged 60+ years old (percentage),7.9
Malaysia,2010,Population density,85.6
Malaysia,2015,Population mid-year estimates (millions),30.72
Malaysia,2015,Population mid-year estimates for males (millions),15.88
Malaysia,2015,Population mid-year estimates for females (millions),14.85
Malaysia,2015,Sex ratio (males per 100 females),106.9
Malaysia,2015,Population aged 0 to 14 years old (percentage),25
Malaysia,2015,Population aged 60+ years old (percentage),9.1
Malaysia,2015,Population density,93.5
Malaysia,2015,Surface area (thousand km2),330
Malaysia,2018,Population mid-year estimates (millions),32.04
Malaysia,2018,Population mid-year estimates for males (millions),16.53
Malaysia,2018,Population mid-year estimates for females (millions),15.52
Malaysia,2018,Sex ratio (males per 100 females),106.5
Malaysia,2018,Population aged 0 to 14 years old (percentage),24
Malaysia,2018,Population aged 60+ years old (percentage),10
Malaysia,2018,Population density,97.5
Maldives,2005,Population mid-year estimates (millions),0.32
Maldives,2005,Population mid-year estimates for males (millions),0.17
Maldives,2005,Population mid-year estimates for females (millions),0.15
Maldives,2005,Sex ratio (males per 100 females),111.5
Maldives,2005,Population aged 0 to 14 years old (percentage),31.6
Maldives,2005,Population aged 60+ years old (percentage),6.3
Maldives,2005,Population density,"1,062.80"
Maldives,2010,Population mid-year estimates (millions),0.36
Maldives,2010,Population mid-year estimates for males (millions),0.2
Maldives,2010,Population mid-year estimates for females (millions),0.16
Maldives,2010,Sex ratio (males per 100 females),121.1
Maldives,2010,Population aged 0 to 14 years old (percentage),25.5
Maldives,2010,Population aged 60+ years old (percentage),6
Maldives,2010,Population density,"1,215.00"
Maldives,2015,Population mid-year estimates (millions),0.42
Maldives,2015,Population mid-year estimates for males (millions),0.24
Maldives,2015,Population mid-year estimates for females (millions),0.18
Maldives,2015,Sex ratio (males per 100 females),130.2
Maldives,2015,Population aged 0 to 14 years old (percentage),23.4
Maldives,2015,Population aged 60+ years old (percentage),6
Maldives,2015,Population density,"1,394.70"
Maldives,2015,Surface area (thousand km2),0
Maldives,2018,Population mid-year estimates (millions),0.44
Maldives,2018,Population mid-year estimates for males (millions),0.25
Maldives,2018,Population mid-year estimates for females (millions),0.19
Maldives,2018,Sex ratio (males per 100 females),132.2
Maldives,2018,Population aged 0 to 14 years old (percentage),23.4
Maldives,2018,Population aged 60+ years old (percentage),6.6
Maldives,2018,Population density,"1,480.90"
Mali,2005,Population mid-year estimates (millions),12.8
Mali,2005,Population mid-year estimates for males (millions),6.37
Mali,2005,Population mid-year estimates for females (millions),6.43
Mali,2005,Sex ratio (males per 100 females),99.1
Mali,2005,Population aged 0 to 14 years old (percentage),46.9
Mali,2005,Population aged 60+ years old (percentage),4.6
Mali,2005,Population density,10.5
Mali,2010,Population mid-year estimates (millions),15.08
Mali,2010,Population mid-year estimates for males (millions),7.53
Mali,2010,Population mid-year estimates for females (millions),7.54
Mali,2010,Sex ratio (males per 100 females),99.8
Mali,2010,Population aged 0 to 14 years old (percentage),47.5
Mali,2010,Population aged 60+ years old (percentage),4.2
Mali,2010,Population density,12.4
Mali,2015,Population mid-year estimates (millions),17.47
Mali,2015,Population mid-year estimates for males (millions),8.74
Mali,2015,Population mid-year estimates for females (millions),8.73
Mali,2015,Sex ratio (males per 100 females),100
Mali,2015,Population aged 0 to 14 years old (percentage),47.9
Mali,2015,Population aged 60+ years old (percentage),4
Mali,2015,Population density,14.3
Mali,2015,Surface area (thousand km2),"1,240"
Mali,2018,Population mid-year estimates (millions),19.11
Mali,2018,Population mid-year estimates for males (millions),9.57
Mali,2018,Population mid-year estimates for females (millions),9.54
Mali,2018,Sex ratio (males per 100 females),100.3
